	Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX	Dom_Pos
18494	strength	0	2.96	1.43	0	28	1.0	1883	Noun
18495	subsidiary	0	2.96	1.67	0	28	1.0	23	Noun
18496	summertime	0	2.96	1.53	1	28	0.9642857142857143	61	Noun
18497	swordsmanship	0	2.96	1.45	0	28	1.0	9	Noun
18498	talkativeness	0	2.96	1.45	0	27	1.0	1	Noun
18499	techno	0	2.96	1.34	2	27	0.9259259259259259	38	Noun
18500	tipoff	0	2.96	1.46	1	27	0.9629629629629629	3	Noun
18501	translation	0	2.96	1.43	1	27	0.9629629629629629	239	Noun
18502	triplicate	0	2.96	1.4	2	29	0.9310344827586207	38	Noun
18503	troublemaker	0	2.96	1.51	0	25	1.0	110	Noun
18504	turnaround	0	2.96	1.57	1	25	0.96	25	Noun
18505	twang	0	2.96	1.34	4	29	0.8620689655172413	8	Noun
18506	undercurrent	0	2.96	1.27	2	27	0.9259259259259259	8	Noun
18507	underworld	0	2.96	1.55	0	28	1.0	181	Noun
18508	unison	0	2.96	1.34	2	29	0.9310344827586207	21	Noun
18509	viscosity	0	2.96	1.34	2	28	0.9285714285714286	7	Noun
18510	wetback	0	2.96	1.65	3	28	0.8928571428571429	24	Noun
18511	witchcraft	0	2.96	1.57	0	25	1.0	140	Noun
18512	workup	0	2.96	1.19	1	28	0.9642857142857143	49	Noun
18513	femme	0	2.95	1.47	3	24	0.875	63	Noun
18514	teenybopper	0	2.95	1.5	2	24	0.9166666666666666	2	Noun
18515	lawsuit	0	2.94	1.75	0	31	1.0	311	Noun
18516	system	0	2.94	1.31	0	31	1.0	4667	Noun
18517	transformation	0	2.94	1.5	0	31	1.0	101	Noun
18518	admirer	0	2.93	1.25	0	28	1.0	151	Noun
18519	adversary	0	2.93	1.16	1	30	0.9666666666666667	77	Noun
18520	ailment	0	2.93	1.39	0	28	1.0	26	Noun
18521	alcoholism	0	2.93	1.25	0	29	1.0	43	Noun
18522	amplification	0	2.93	1.34	0	30	1.0	8	Noun
18524	archangel	0	2.93	1.46	0	28	1.0	22	Noun
18525	atheist	0	2.93	1.46	0	30	1.0	55	Noun
18526	beauty	0	2.93	1.57	0	27	1.0	2460	Noun
18527	bloodline	0	2.93	1.67	0	29	1.0	30	Noun
18528	blurriness	0	2.93	1.28	0	29	1.0	1	Noun
18529	booster	0	2.93	1.56	0	28	1.0	135	Noun
18530	character	0	2.93	1.66	0	27	1.0	1946	Noun
18531	claimer	0	2.93	1.59	0	27	1.0	1	Noun
18533	compensator	0	2.93	1.62	0	30	1.0	3	Noun
18534	conspirer	0	2.93	1.41	0	28	1.0	1	Noun
18535	constraint	0	2.93	1.27	0	28	1.0	2	Noun
18536	countermeasure	0	2.93	1.39	0	29	1.0	10	Noun
18537	coward	0	2.93	1.28	0	30	1.0	734	Noun
18538	curvature	0	2.93	1.58	0	29	1.0	12	Noun
18539	education	0	2.93	1.34	0	30	1.0	996	Noun
18540	encounter	0	2.93	1.34	0	30	1.0	284	Noun
18541	excursion	0	2.93	1.39	0	28	1.0	34	Noun
18542	extension	0	2.93	1.25	0	28	1.0	275	Noun
18543	fag	0	2.93	1.44	0	27	1.0	275	Noun
18544	fairyland	0	2.93	1.47	2	29	0.9310344827586207	12	Noun
18545	fairytale	0	2.93	1.41	0	29	1.0	0	Noun
18546	fiend	0	2.93	1.27	1	28	0.9642857142857143	143	Noun
18547	foreground	0	2.93	1.33	0	27	1.0	22	Noun
18548	freak	0	2.93	1.56	0	28	1.0	1874	Noun
18549	girlhood	0	2.93	1.39	0	28	1.0	3	Noun
18550	girlie	0	2.93	1.44	0	28	1.0	159	Noun
18551	hoaxer	0	2.93	1.41	2	30	0.9333333333333333	3	Noun
18552	hobby	0	2.93	1.44	0	27	1.0	354	Noun
18553	infertility	0	2.93	1.44	0	29	1.0	20	Noun
18554	inheritor	0	2.93	1.54	2	29	0.9310344827586207	2	Noun
18555	interference	0	2.93	1.24	0	27	1.0	237	Noun
18556	layover	0	2.93	1.24	1	28	0.9642857142857143	25	Noun
18557	lightweight	0	2.93	1.54	0	28	1.0	59	Noun
18558	longitude	0	2.93	1.44	0	28	1.0	42	Noun
18559	luster	0	2.93	1.46	0	29	1.0	16	Noun
18560	medley	0	2.93	1.18	1	29	0.9655172413793104	32	Noun
18561	microbiology	0	2.93	1.46	0	28	1.0	9	Noun
18563	narration	0	2.93	1.22	0	29	1.0	14	Noun
18564	nearsightedness	0	2.93	1.53	0	30	1.0	1	Noun
18565	nutcase	0	2.93	1.24	1	28	0.9642857142857143	67	Noun
18566	opacity	0	2.93	1.27	1	29	0.9655172413793104	1	Noun
18567	overextension	0	2.93	1.56	0	28	1.0	1	Noun
18568	paraplegia	0	2.93	1.44	1	30	0.9666666666666667	1	Noun
18569	patter	0	2.93	1.36	2	29	0.9310344827586207	36	Noun
18570	philanthropist	0	2.93	1.44	0	28	1.0	45	Noun
18571	prepayment	0	2.93	1.17	0	30	1.0	4	Noun
18572	process	0	2.93	1.47	0	27	1.0	1427	Noun
18573	progeny	0	2.93	1.59	2	29	0.9310344827586207	18	Noun
18574	propagandist	0	2.93	1.62	1	28	0.9642857142857143	4	Noun
18575	proximity	0	2.93	0.98	0	30	1.0	84	Noun
18576	rebellion	0	2.93	1.11	0	30	1.0	130	Noun
18577	rebuttal	0	2.93	1.41	0	27	1.0	39	Noun
18578	reception	0	2.93	1.57	0	30	1.0	568	Noun
18579	resignation	0	2.93	1.33	0	28	1.0	191	Noun
18580	scientologist	0	2.93	1.62	2	29	0.9310344827586207	2	Noun
18581	scoundrel	0	2.93	1.16	0	29	1.0	152	Noun
18582	slapstick	0	2.93	1.41	1	29	0.9655172413793104	12	Noun
18583	spawning	0	2.93	1.6	0	30	1.0	26	Noun
18584	spoiler	0	2.93	1.51	0	29	1.0	11	Noun
18585	standoff	0	2.93	1.27	0	28	1.0	35	Noun
18586	stiffness	0	2.93	1.27	0	27	1.0	9	Noun
18587	suppresser	0	2.93	1.41	1	30	0.9666666666666667	1	Noun
18588	suppressor	0	2.93	1.36	1	28	0.9642857142857143	9	Noun
18589	teaser	0	2.93	1.36	0	27	1.0	14	Noun
18590	techie	0	2.93	1.52	2	29	0.9310344827586207	6	Noun
18591	theft	0	2.93	1.41	0	29	1.0	344	Noun
18592	treatment	0	2.93	1.2	0	30	1.0	985	Noun
18593	tribune	0	2.93	1.69	1	28	0.9642857142857143	103	Noun
18594	unconsciousness	0	2.93	1.58	0	29	1.0	13	Noun
18595	varsity	0	2.93	1.36	1	29	0.9655172413793104	89	Noun
18597	amplitude	0	2.92	1.29	4	30	0.8666666666666667	6	Noun
18598	asset	0	2.92	1.32	1	27	0.9629629629629629	193	Noun
18599	astonishment	0	2.92	1.32	0	26	1.0	14	Noun
18600	bigwig	0	2.92	1.57	2	28	0.9285714285714286	10	Noun
18601	bios	0	2.92	1.57	3	29	0.896551724137931	5	Noun
18602	bootleg	0	2.92	1.44	1	25	0.96	42	Noun
18603	calcification	0	2.92	1.44	3	27	0.8888888888888888	1	Noun
18604	cliffhanger	0	2.92	1.13	1	27	0.9629629629629629	13	Noun
18605	clinch	0	2.92	1.41	3	27	0.8888888888888888	34	Noun
18606	computation	0	2.92	1.32	1	27	0.9629629629629629	4	Noun
18607	contester	0	2.92	1.56	3	27	0.8888888888888888	1	Noun
18608	counterattack	0	2.92	1.35	1	27	0.9629629629629629	40	Noun
18609	criminalist	0	2.92	1.63	3	28	0.8928571428571429	7	Noun
18610	cubism	0	2.92	1.32	4	30	0.8666666666666667	6	Noun
18611	damping	0	2.92	1.22	4	29	0.8620689655172413	8	Noun
18612	deposition	0	2.92	1.32	2	28	0.9285714285714286	153	Noun
18613	dermatology	0	2.92	1.44	0	26	1.0	9	Noun
18614	elasticity	0	2.92	1.15	0	25	1.0	18	Noun
18615	entertainment	0	2.92	1.23	0	26	1.0	640	Noun
18616	filler	0	2.92	1.32	1	25	0.96	28	Noun
18617	flashpoint	0	2.92	1.47	1	27	0.9629629629629629	4	Noun
18618	groundswell	0	2.92	1.55	3	29	0.896551724137931	4	Noun
18619	imitator	0	2.92	1.32	2	26	0.9230769230769231	6	Noun
18621	layback	0	2.92	1.53	4	29	0.8620689655172413	1	Noun
18622	leavings	0	2.92	1.47	3	27	0.8888888888888888	10	Noun
18624	mechanization	0	2.92	1.38	3	27	0.8888888888888888	1	Noun
18625	monarchist	0	2.92	1.55	2	27	0.9259259259259259	1	Noun
18626	multivolume	0	2.92	1.74	2	28	0.9285714285714286	1	Noun
18627	myopia	0	2.92	1.67	4	28	0.8571428571428571	9	Noun
18628	nature	0	2.92	1.62	0	26	1.0	2303	Noun
18629	neurotransmitter	0	2.92	1.63	3	28	0.8928571428571429	14	Noun
18630	poltergeist	0	2.92	1.61	2	27	0.9259259259259259	32	Noun
18631	pursuit	0	2.92	1.41	1	26	0.9615384615384616	359	Noun
18632	regeneration	0	2.92	1.28	0	24	1.0	34	Noun
18633	reproduction	0	2.92	1.49	0	26	1.0	75	Noun
18634	selector	0	2.92	1.35	2	28	0.9285714285714286	3	Noun
18635	series	0	2.92	1.26	0	25	1.0	1028	Noun
18636	spendthrift	0	2.92	1.56	1	25	0.96	3	Noun
18637	spree	0	2.92	1.44	0	25	1.0	109	Noun
18638	stoppage	0	2.92	1.26	1	27	0.9629629629629629	12	Noun
18639	subcompact	0	2.92	1.2	3	29	0.896551724137931	3	Noun
18640	temp	0	2.92	1.23	0	26	1.0	154	Noun
18641	testimonial	0	2.92	1.6	0	26	1.0	32	Noun
18642	theatricals	0	2.92	1.15	1	26	0.9615384615384616	8	Noun
18643	throwaway	0	2.92	1.26	1	26	0.9615384615384616	9	Noun
18644	timekeeping	0	2.92	1.35	1	25	0.96	1	Noun
18645	twain	0	2.92	1.47	3	29	0.896551724137931	145	Noun
18646	washday	0	2.92	1.55	2	27	0.9259259259259259	2	Noun
18647	wisecrack	0	2.92	1.41	0	25	1.0	14	Noun
18648	commodity	0	2.91	1.59	0	23	1.0	84	Noun
18649	ode	0	2.91	1.5	3	26	0.8846153846153846	41	Noun
18650	pestilence	0	2.91	1.24	1	24	0.9583333333333334	30	Noun
18651	strider	0	2.91	1.2	2	25	0.92	8	Noun
18652	whoremonger	0	2.91	1.5	4	27	0.8518518518518519	3	Noun
18653	bedtime	0	2.9	1.54	0	29	1.0	316	Noun
18654	betrayer	0	2.9	1.47	0	29	1.0	19	Noun
18655	biotechnology	0	2.9	1.59	0	29	1.0	8	Noun
18656	bulimia	0	2.9	1.29	0	29	1.0	19	Noun
18657	captor	0	2.9	1.47	0	30	1.0	15	Noun
18658	chilliness	0	2.9	1.37	0	29	1.0	1	Noun
18660	confiscation	0	2.9	1.47	2	32	0.9375	2	Noun
18661	decibel	0	2.9	1.52	0	30	1.0	10	Noun
18662	deployment	0	2.9	1.37	0	29	1.0	64	Noun
18663	dispute	0	2.9	1.32	0	30	1.0	160	Noun
18664	format	0	2.9	1.47	0	29	1.0	54	Noun
18665	fortune	0	2.9	1.5	0	29	1.0	1518	Noun
18666	geology	0	2.9	1.57	0	29	1.0	47	Noun
18667	giveaway	0	2.9	1.32	0	29	1.0	40	Noun
18668	humidification	0	2.9	1.54	1	30	0.9666666666666667	1	Noun
18669	inbreeding	0	2.9	1.45	1	30	0.9666666666666667	15	Noun
18670	joke	0	2.9	1.52	0	29	1.0	3724	Noun
18671	magic	0	2.9	1.49	0	30	1.0	2687	Noun
18672	microsecond	0	2.9	1.63	0	29	1.0	5	Noun
18673	million	0	2.9	1.6	0	30	1.0	6145	Noun
18675	monoxide	0	2.9	1.54	0	29	1.0	58	Noun
18676	ordinance	0	2.9	1.37	0	29	1.0	86	Noun
18677	percentage	0	2.9	1.73	0	30	1.0	192	Noun
18678	prank	0	2.9	1.32	0	29	1.0	204	Noun
18679	rush	0	2.9	1.35	0	30	1.0	1602	Noun
18680	shutout	0	2.9	1.4	1	30	0.9666666666666667	12	Noun
18681	spec	0	2.9	1.41	2	23	0.9130434782608695	44	Noun
18682	transaction	0	2.9	1.21	0	29	1.0	150	Noun
18684	wimp	0	2.9	1.21	0	30	1.0	159	Noun
18685	asymmetry	0	2.89	1.5	0	28	1.0	3	Noun
18686	balance	0	2.89	1.34	0	28	1.0	764	Noun
18687	balancer	0	2.89	1.55	1	29	0.9655172413793104	2	Noun
18688	boost	0	2.89	1.23	0	28	1.0	230	Noun
18689	bribery	0	2.89	1.4	1	29	0.9655172413793104	69	Noun
18690	buffer	0	2.89	1.4	0	27	1.0	85	Noun
18691	chill	0	2.89	1.34	0	27	1.0	828	Noun
18692	comfort	0	2.89	1.34	0	28	1.0	878	Noun
18693	commune	0	2.89	1.52	0	28	1.0	67	Noun
18694	cutie	0	2.89	1.58	1	28	0.9642857142857143	147	Noun
18695	disposal	0	2.89	1.53	0	27	1.0	250	Noun
18696	elliptic	0	2.89	1.53	1	28	0.9642857142857143	1	Noun
18697	embolism	0	2.89	1.5	2	30	0.9333333333333333	33	Noun
18698	endowment	0	2.89	1.34	0	27	1.0	28	Noun
18699	extras	0	2.89	1.34	0	27	1.0	105	Noun
18700	faker	0	2.89	1.47	0	28	1.0	88	Noun
18701	flatterer	0	2.89	1.37	2	29	0.9310344827586207	17	Noun
18702	fortunetelling	0	2.89	1.42	1	28	0.9642857142857143	1	Noun
18703	frightener	0	2.89	1.37	2	29	0.9310344827586207	2	Noun
18704	fury	0	2.89	1.47	0	28	1.0	195	Noun
18705	gig	0	2.89	1.55	0	27	1.0	571	Noun
18706	growth	0	2.89	1.37	0	28	1.0	329	Noun
18707	hallmark	0	2.89	1.63	2	29	0.9310344827586207	65	Noun
18708	heaviness	0	2.89	1.22	0	27	1.0	11	Noun
18709	hypertension	0	2.89	1.45	0	28	1.0	30	Noun
18710	incantation	0	2.89	1.4	1	28	0.9642857142857143	28	Noun
18711	interchange	0	2.89	1.55	0	28	1.0	15	Noun
18712	iteration	0	2.89	1.5	3	30	0.9	3	Noun
18713	keyword	0	2.89	1.29	0	28	1.0	27	Noun
18714	largeness	0	2.89	1.4	1	28	0.9642857142857143	2	Noun
18715	liaison	0	2.89	1.45	3	30	0.9	139	Noun
18716	locals	0	2.89	1.4	2	29	0.9310344827586207	185	Noun
18717	multimillion	0	2.89	1.65	1	28	0.9642857142857143	6	Noun
18718	nemesis	0	2.89	1.42	2	30	0.9333333333333333	45	Noun
18719	proceedings	0	2.89	1.5	0	27	1.0	146	Noun
18720	query	0	2.89	1.19	0	27	1.0	29	Noun
18721	quota	0	2.89	1.45	0	27	1.0	95	Noun
18722	reattachment	0	2.89	1.22	1	28	0.9642857142857143	1	Noun
18723	recirculation	0	2.89	1.17	0	28	1.0	1	Noun
18724	redeemer	0	2.89	1.48	2	29	0.9310344827586207	19	Noun
18725	remnant	0	2.89	1.4	2	29	0.9310344827586207	12	Noun
18726	shoptalk	0	2.89	1.63	2	29	0.9310344827586207	6	Noun
18727	staging	0	2.89	1.48	0	27	1.0	99	Noun
18728	sum	0	2.89	1.5	0	28	1.0	523	Noun
18729	telepath	0	2.89	1.6	0	27	1.0	8	Noun
18730	verbalization	0	2.89	1.42	1	29	0.9655172413793104	1	Noun
18731	allotment	0	2.88	1.45	0	26	1.0	19	Noun
18732	backbreaker	0	2.88	1.45	3	29	0.896551724137931	1	Noun
18733	blondeness	0	2.88	1.51	2	26	0.9230769230769231	1	Noun
18734	cutaway	0	2.88	1.59	2	27	0.9259259259259259	4	Noun
18735	cutback	0	2.88	1.45	2	28	0.9285714285714286	17	Noun
18736	easement	0	2.88	1.61	4	30	0.8666666666666667	8	Noun
18737	facet	0	2.88	1.42	3	29	0.896551724137931	13	Noun
18738	forwarder	0	2.88	1.3	3	28	0.8928571428571429	2	Noun
18739	freeware	0	2.88	1.53	2	28	0.9285714285714286	1	Noun
18740	gastronomy	0	2.88	1.51	4	29	0.8620689655172413	1	Noun
18741	government	0	2.88	1.39	0	24	1.0	3327	Noun
18742	grayness	0	2.88	1.48	2	28	0.9285714285714286	1	Noun
18743	grumbler	0	2.88	1.45	1	27	0.9629629629629629	2	Noun
18744	irradiation	0	2.88	1.48	4	30	0.8666666666666667	1	Noun
18745	larcenist	0	2.88	1.48	4	28	0.8571428571428571	1	Noun
18746	megahertz	0	2.88	1.64	2	27	0.9259259259259259	8	Noun
18747	multispecies	0	2.88	1.51	3	29	0.896551724137931	1	Noun
18749	offshoot	0	2.88	1.39	4	28	0.8571428571428571	7	Noun
18750	oracle	0	2.88	1.48	2	27	0.9259259259259259	114	Noun
18751	raid	0	2.88	1.24	0	26	1.0	436	Noun
18752	statistic	0	2.88	1.54	0	24	1.0	31	Noun
18755	entomology	0	2.87	1.42	2	25	0.92	12	Noun
18756	gab	0	2.87	1.29	1	24	0.9583333333333334	35	Noun
18757	halftrack	0	2.87	1.55	4	27	0.8518518518518519	2	Noun
18758	herald	0	2.87	1.36	0	30	1.0	132	Noun
18759	information	0	2.87	1.41	0	30	1.0	4557	Noun
18760	lightheadedness	0	2.87	1.46	0	30	1.0	1	Noun
18761	numskull	0	2.87	1.32	2	25	0.92	8	Noun
18762	oratory	0	2.87	1.46	3	26	0.8846153846153846	9	Noun
18763	parentage	0	2.87	1.42	4	27	0.8518518518518519	8	Noun
18764	quest	0	2.87	1.33	0	30	1.0	327	Noun
18765	recommendation	0	2.87	1.38	0	30	1.0	258	Noun
18766	rep	0	2.87	1.55	3	26	0.8846153846153846	263	Noun
18767	revolution	0	2.87	1.11	0	30	1.0	629	Noun
18768	sedation	0	2.87	1.48	0	30	1.0	58	Noun
18769	sensation	0	2.87	1.5	0	31	1.0	249	Noun
18770	superpower	0	2.87	1.41	0	30	1.0	32	Noun
18771	vanquisher	0	2.87	1.32	2	25	0.92	1	Noun
18772	wisp	0	2.87	1.14	0	30	1.0	21	Noun
18773	action	0	2.86	1.36	0	29	1.0	3115	Noun
18774	afternoons	0	2.86	1.41	0	28	1.0	101	Noun
18775	age	0	2.86	1.53	0	29	1.0	4039	Noun
18776	alias	0	2.86	1.79	0	29	1.0	208	Noun
18777	apology	0	2.86	1.67	0	28	1.0	804	Noun
18778	atrophy	0	2.86	1.43	1	29	0.9655172413793104	21	Noun
18779	baseline	0	2.86	1.48	0	28	1.0	38	Noun
18780	bracer	0	2.86	1.73	4	26	0.8461538461538461	5	Noun
18781	climax	0	2.86	1.48	0	29	1.0	99	Noun
18782	cohabitation	0	2.86	1.53	0	29	1.0	2	Noun
18783	combination	0	2.86	1.24	0	28	1.0	611	Noun
18784	confederation	0	2.86	1.46	1	30	0.9666666666666667	14	Noun
18785	coordination	0	2.86	1.13	0	29	1.0	60	Noun
18786	devotee	0	2.86	1.43	0	29	1.0	7	Noun
18788	embellishment	0	2.86	1.46	0	29	1.0	2	Noun
18789	enquirer	0	2.86	1.3	1	30	0.9666666666666667	35	Noun
18790	exchanger	0	2.86	1.22	0	29	1.0	1	Noun
18791	exorcism	0	2.86	1.41	0	29	1.0	95	Noun
18792	expulsion	0	2.86	1.27	0	29	1.0	41	Noun
18793	fabrication	0	2.86	1.53	0	28	1.0	43	Noun
18794	fatso	0	2.86	1.36	3	25	0.88	161	Noun
18795	flaw	0	2.86	1.43	0	28	1.0	155	Noun
18796	gravity	0	2.86	1.65	0	28	1.0	351	Noun
18797	holiday	0	2.86	1.33	0	28	1.0	1086	Noun
18798	hysteria	0	2.86	1.3	0	28	1.0	116	Noun
18799	incident	0	2.86	1.41	0	28	1.0	883	Noun
18800	insurance	0	2.86	1.46	0	28	1.0	1955	Noun
18802	level	0	2.86	1.43	0	28	1.0	2633	Noun
18803	meld	0	2.86	1.48	2	30	0.9333333333333333	12	Noun
18804	occultist	0	2.86	1.27	1	30	0.9666666666666667	1	Noun
18805	ophthalmology	0	2.86	1.48	2	31	0.9354838709677419	5	Noun
18806	participation	0	2.86	1.41	0	29	1.0	101	Noun
18807	penalty	0	2.86	1.48	0	28	1.0	464	Noun
18808	phrase	0	2.86	1.51	0	29	1.0	464	Noun
18809	preserver	0	2.86	1.3	1	30	0.9666666666666667	14	Noun
18811	publishing	0	2.86	1.24	0	28	1.0	194	Noun
18813	rank	0	2.86	1.46	0	29	1.0	433	Noun
18814	refraction	0	2.86	1.56	1	29	0.9655172413793104	8	Noun
18815	regime	0	2.86	1.38	0	29	1.0	118	Noun
18816	reinforcement	0	2.86	1.27	0	28	1.0	44	Noun
18817	sales	0	2.86	1.33	1	29	0.9655172413793104	648	Noun
18818	sauciness	0	2.86	1.19	2	31	0.9354838709677419	1	Noun
18819	sequel	0	2.86	1.6	0	29	1.0	90	Noun
18821	spitfire	0	2.86	1.33	0	28	1.0	30	Noun
18822	stern	0	2.86	1.43	1	30	0.9666666666666667	327	Noun
18823	stigmatism	0	2.86	1.53	1	30	0.9666666666666667	1	Noun
18824	subchapter	0	2.86	1.38	0	29	1.0	1	Noun
18825	supermom	0	2.86	1.33	1	29	0.9655172413793104	7	Noun
18826	timing	0	2.86	1.38	0	28	1.0	764	Noun
18827	underling	0	2.86	1.27	2	30	0.9333333333333333	8	Noun
18828	viewing	0	2.86	1.48	0	29	1.0	109	Noun
18829	addiction	0	2.85	1.41	0	26	1.0	199	Noun
18830	argument	0	2.85	1.13	0	27	1.0	867	Noun
18831	banter	0	2.85	1.41	0	27	1.0	70	Noun
18832	blitz	0	2.85	1.29	2	29	0.9310344827586207	64	Noun
18833	breed	0	2.85	1.32	0	27	1.0	323	Noun
18834	casualty	0	2.85	1.51	0	27	1.0	138	Noun
18835	catalyst	0	2.85	1.26	0	27	1.0	40	Noun
18836	coagulator	0	2.85	1.35	3	29	0.896551724137931	1	Noun
18837	conveyance	0	2.85	1.7	1	28	0.9642857142857143	11	Noun
18838	counseling	0	2.85	1.41	0	27	1.0	211	Noun
18839	counteroffer	0	2.85	1.32	1	28	0.9642857142857143	15	Noun
18840	dingdong	0	2.85	1.46	3	29	0.896551724137931	3	Noun
18841	disruptor	0	2.85	1.2	2	29	0.9310344827586207	3	Noun
18842	earl	0	2.85	1.49	4	30	0.8666666666666667	1042	Noun
18843	electrostatics	0	2.85	1.43	4	30	0.8666666666666667	1	Noun
18846	expert	0	2.85	1.52	0	26	1.0	1128	Noun
18847	faction	0	2.85	1.26	1	28	0.9642857142857143	58	Noun
18848	floatability	0	2.85	1.49	3	30	0.9	1	Noun
18849	forerunner	0	2.85	1.49	2	28	0.9285714285714286	4	Noun
18850	gigabyte	0	2.85	1.49	0	27	1.0	1	Noun
18851	harmonizer	0	2.85	1.51	2	29	0.9310344827586207	1	Noun
18852	highflier	0	2.85	1.26	4	31	0.8709677419354839	1	Noun
18854	inquirer	0	2.85	1.51	1	28	0.9642857142857143	1	Noun
18855	intermission	0	2.85	1.35	0	27	1.0	69	Noun
18856	intervention	0	2.85	1.43	0	27	1.0	186	Noun
18857	knockoff	0	2.85	1.17	1	28	0.9642857142857143	23	Noun
18858	lapse	0	2.85	1.54	0	27	1.0	70	Noun
18859	meditation	0	2.85	1.46	0	26	1.0	84	Noun
18860	nanosecond	0	2.85	1.63	0	27	1.0	7	Noun
18861	nomination	0	2.85	1.54	0	27	1.0	122	Noun
18862	nuttiness	0	2.85	1.23	0	27	1.0	5	Noun
18863	pitfall	0	2.85	1.54	0	26	1.0	1	Noun
18864	profiler	0	2.85	1.43	1	28	0.9642857142857143	50	Noun
18865	puzzler	0	2.85	1.41	1	27	0.9629629629629629	9	Noun
18866	rehydration	0	2.85	1.46	0	27	1.0	1	Noun
18867	reimbursement	0	2.85	1.38	0	27	1.0	7	Noun
18868	relaxant	0	2.85	1.54	1	27	0.9629629629629629	12	Noun
18869	result	0	2.85	1.38	0	27	1.0	1008	Noun
18870	sanctum	0	2.85	1.52	3	29	0.896551724137931	33	Noun
18871	shortwave	0	2.85	1.54	2	28	0.9285714285714286	20	Noun
18872	sleepiness	0	2.85	1.68	0	27	1.0	3	Noun
18873	standout	0	2.85	1.41	1	28	0.9642857142857143	8	Noun
18874	tales	0	2.85	1.59	0	27	1.0	359	Noun
18875	therapy	0	2.85	1.43	0	26	1.0	944	Noun
18876	typhus	0	2.85	1.57	4	30	0.8666666666666667	26	Noun
18877	verb	0	2.85	1.46	0	27	1.0	54	Noun
18879	beta	0	2.84	1.43	2	27	0.9259259259259259	175	Noun
18880	clank	0	2.84	1.65	2	27	0.9259259259259259	16	Noun
18881	enchantress	0	2.84	1.57	0	25	1.0	29	Noun
18882	exobiology	0	2.84	1.37	4	29	0.8620689655172413	3	Noun
18883	inactivity	0	2.84	1.37	0	25	1.0	3	Noun
18884	neurochemistry	0	2.84	1.4	3	28	0.8928571428571429	5	Noun
18885	scrounger	0	2.84	1.68	2	27	0.9259259259259259	22	Noun
18886	slosh	0	2.84	1.28	4	29	0.8620689655172413	6	Noun
18887	suppleness	0	2.84	1.49	1	26	0.9615384615384616	1	Noun
18888	task	0	2.84	1.28	0	25	1.0	649	Noun
18889	admission	0	2.83	1.32	0	30	1.0	181	Noun
18890	adornment	0	2.83	1.47	3	26	0.8846153846153846	4	Noun
18891	anarchist	0	2.83	1.44	0	29	1.0	29	Noun
18892	ancestry	0	2.83	1.56	0	30	1.0	24	Noun
18893	arousal	0	2.83	1.42	0	29	1.0	19	Noun
18894	behaviorist	0	2.83	1.42	0	29	1.0	1	Noun
18895	bigamist	0	2.83	1.47	4	27	0.8518518518518519	15	Noun
18896	bigness	0	2.83	1.31	4	28	0.8571428571428571	6	Noun
18897	biophysics	0	2.83	1.47	1	30	0.9666666666666667	2	Noun
18898	busywork	0	2.83	1.5	2	25	0.92	4	Noun
18899	century	0	2.83	1.75	0	29	1.0	1063	Noun
18900	conjurer	0	2.83	1.24	3	27	0.8888888888888888	5	Noun
18902	crackdown	0	2.83	1.42	0	29	1.0	10	Noun
18903	criminology	0	2.83	1.61	1	30	0.9666666666666667	15	Noun
18905	decryption	0	2.83	1.46	2	26	0.9230769230769231	29	Noun
18906	defiler	0	2.83	1.43	3	27	0.8888888888888888	4	Noun
18907	effects	0	2.83	1.34	0	29	1.0	649	Noun
18908	emersion	0	2.83	1.3	4	27	0.8518518518518519	1	Noun
18909	enemy	0	2.83	1.36	0	29	1.0	2474	Noun
18910	enumeration	0	2.83	1.34	4	28	0.8571428571428571	1	Noun
18911	exploration	0	2.83	1.34	0	30	1.0	96	Noun
18912	extender	0	2.83	1.63	2	26	0.9230769230769231	6	Noun
18913	imitation	0	2.83	1.39	0	29	1.0	139	Noun
18914	instigator	0	2.83	1.54	0	29	1.0	11	Noun
18915	layaway	0	2.83	1.28	0	29	1.0	74	Noun
18916	layoff	0	2.83	1.31	0	29	1.0	11	Noun
18917	legalist	0	2.83	1.5	0	23	1.0	1	Noun
18918	messiness	0	2.83	1.39	0	29	1.0	1	Noun
18919	miniaturization	0	2.83	1.37	0	30	1.0	9	Noun
18920	mirth	0	2.83	1.61	3	27	0.8888888888888888	11	Noun
18921	mutilator	0	2.83	1.36	0	29	1.0	6	Noun
18922	nanotechnology	0	2.83	1.61	3	27	0.8888888888888888	7	Noun
18923	neuropathology	0	2.83	1.44	0	29	1.0	1	Noun
18925	newbie	0	2.83	1.63	0	29	1.0	19	Noun
18926	nonpayment	0	2.83	1.46	0	30	1.0	8	Noun
18927	outage	0	2.83	1.49	1	30	0.9666666666666667	21	Noun
18928	overdose	0	2.83	1.39	0	29	1.0	136	Noun
18929	oversea	0	2.83	1.24	3	27	0.8888888888888888	2	Noun
18930	peasantry	0	2.83	1.4	3	27	0.8888888888888888	5	Noun
18931	piney	0	2.83	1.4	4	28	0.8571428571428571	8	Noun
18932	polygamy	0	2.83	1.67	2	25	0.92	19	Noun
18933	profession	0	2.83	1.34	0	30	1.0	461	Noun
18934	pullback	0	2.83	1.55	3	27	0.8888888888888888	1	Noun
